id,user_id,video_id,time
310,4647,7855,5/4/15 8:15 AM
311,20,5441,10/24/15 4:44 AM
312,3424,5521,3/11/15 4:24 AM
313,1235,5114,7/2/14 9:53 PM
314,493,6318,5/24/14 2:22 PM
315,2757,5957,9/30/14 12:29 AM
316,1455,1643,9/30/15 2:43 AM
317,3565,2104,5/13/15 11:26 PM
318,1542,5800,2/20/14 8:26 PM
319,3773,9322,5/15/15 2:21 AM
320,3883,1224,9/8/15 3:31 PM
321,1344,6905,2/12/15 7:07 PM
322,4428,4579,6/17/15 8:01 AM
323,2304,7937,10/2/14 6:50 AM
324,1210,7918,3/10/14 6:05 PM
325,4624,8816,5/31/15 7:27 AM
326,131,7755,6/9/14 5:35 PM
327,3766,7919,8/21/15 2:38 AM
328,1330,5006,5/12/15 12:24 PM
329,4535,8076,3/1/15 9:24 PM
330,518,1069,8/19/15 9:32 PM
331,2840,8469,3/28/14 10:35 AM
332,1221,1636,5/16/15 12:03 PM
333,2565,5635,11/15/14 12:36 PM
334,4817,178,3/22/15 1:54 AM
335,155,1215,6/7/15 5:07 AM
336,2659,7542,4/19/15 9:15 AM
337,1438,5723,2/8/14 10:31 PM
338,2771,3500,2/20/14 12:19 AM
339,4904,2555,9/7/15 9:46 AM
340,3440,8574,5/28/15 7:20 AM
341,96,9423,4/21/15 2:18 PM
342,4851,1283,11/17/15 8:54 PM
343,4137,1797,6/2/15 3:27 PM
344,3238,3801,9/18/14 1:11 PM
345,3751,6313,8/1/14 3:20 PM
346,263,8120,9/30/14 12:52 PM
347,2320,7282,10/7/15 2:45 PM
348,2586,9356,6/15/15 6:23 AM
349,3512,7529,8/17/15 10:50 AM
350,3261,4300,7/25/14 5:58 AM
351,827,1733,2/12/14 11:22 AM
352,3958,5249,3/19/14 5:22 AM
353,4686,9560,9/9/14 3:45 PM
354,3174,4777,7/27/15 9:51 AM
355,1086,3062,4/3/15 2:39 AM
356,1022,466,7/26/15 2:54 PM
357,1086,1558,8/7/14 3:51 AM
358,347,8260,9/19/15 3:26 PM
359,4713,1265,7/6/14 6:21 AM
360,1492,39,5/7/14 10:57 AM
361,4914,626,4/26/15 11:51 AM
362,4890,4339,9/2/14 1:02 PM
363,1223,3456,11/14/15 6:07 AM
364,2569,7089,7/8/14 11:15 AM
365,2232,4944,4/20/14 10:50 PM
366,1485,8009,11/26/14 2:20 PM
367,1820,9633,12/17/14 8:22 AM
368,4546,3508,4/23/14 6:09 PM
369,765,5485,8/27/15 10:19 AM
370,886,7962,2/3/15 11:08 AM
371,4849,9360,5/14/14 11:42 PM
372,4246,809,7/20/15 5:03 PM
373,3543,2926,2/17/15 8:29 AM
374,1520,3835,12/3/15 10:39 PM
375,2361,1812,12/20/14 3:30 PM
376,3762,9582,9/3/14 1:45 AM
377,1228,6500,12/30/15 1:20 AM
378,4613,6382,2/15/15 8:28 AM
379,1663,3468,3/28/14 5:01 PM
380,993,1293,5/11/15 1:49 AM
381,4324,4863,4/26/14 4:29 PM
382,594,5839,6/27/14 5:32 PM
383,400,8058,9/30/14 9:07 AM
384,2780,4755,6/18/15 4:42 PM
385,4819,5461,3/31/14 1:55 PM
386,1522,4777,3/23/15 9:28 PM
387,3229,2575,9/15/14 2:15 AM
388,1696,4379,6/24/15 1:15 PM
389,1101,3393,3/10/15 10:25 AM
390,385,2996,11/17/15 3:40 AM
391,2436,9064,12/28/15 7:51 PM
392,2695,9811,5/9/15 2:34 PM
393,1637,7265,8/11/15 10:43 PM
394,2708,7946,10/18/14 2:36 PM
395,157,3326,2/27/14 10:08 PM
396,499,9962,7/21/14 6:30 PM
397,3651,5569,4/16/14 2:43 PM
398,3415,7078,11/28/14 10:00 AM
399,4457,8169,12/25/15 3:01 PM
400,1642,9331,7/5/14 5:23 PM
401,1800,5971,11/6/14 11:02 PM
402,1063,268,2/17/14 8:01 PM
403,1833,1273,9/29/15 8:15 AM
404,3917,5754,7/20/14 5:09 AM
405,3311,6370,8/28/14 10:52 AM
406,3763,1265,3/31/14 10:55 AM
407,3322,8702,11/21/15 1:16 PM
408,3231,2114,7/13/14 6:50 PM
409,2481,6803,4/17/14 1:22 PM
410,2867,8887,7/21/15 6:18 PM
411,3943,5050,5/9/14 8:20 AM
412,3187,7214,5/19/15 8:05 AM
413,1013,6915,6/22/15 9:16 PM
414,71,1921,5/27/15 3:46 PM
415,1661,1254,9/12/15 10:14 PM
416,3955,7209,7/31/14 1:20 PM
417,4908,9894,10/17/14 11:47 PM
418,2362,5094,3/4/14 12:22 AM
419,4471,775,1/23/15 10:50 AM
420,2957,9754,3/27/15 12:35 AM
421,4844,4410,6/13/15 5:59 AM
422,4625,7628,11/20/14 1:19 PM
423,2878,1348,7/25/14 11:45 AM
424,3257,2235,11/30/14 4:13 PM
425,4732,2877,5/28/14 6:41 PM
426,922,8061,11/1/15 4:04 AM
427,2354,8903,5/19/14 7:06 PM
428,3662,8286,11/1/15 1:24 PM
429,4217,7586,4/3/15 1:19 PM
430,4654,6318,12/14/14 12:15 AM
431,1499,9448,3/23/14 12:22 PM
432,4737,3708,6/28/15 3:20 AM
433,2999,2776,4/10/15 3:46 PM
434,4104,9089,10/6/14 6:07 PM
435,1438,5765,12/10/14 2:46 AM
436,1650,7814,3/31/15 7:18 AM
437,4032,3148,12/1/14 7:32 PM
438,4906,9206,2/1/14 4:25 PM
439,4427,5777,5/18/15 11:07 PM
440,3434,6737,1/27/15 10:33 AM
441,312,9244,7/24/14 4:52 PM
442,3771,7475,2/18/14 5:34 PM
443,2527,9213,11/5/14 1:38 PM
444,2090,5082,6/29/15 12:31 PM
445,3055,654,3/21/14 4:31 PM
446,1496,3958,1/19/15 7:31 AM
447,2287,4326,11/8/14 7:09 AM
448,1650,7670,5/1/14 10:24 AM
449,133,978,1/2/15 11:13 PM
450,4256,4077,12/10/14 2:16 PM
451,65,3482,9/14/14 4:26 AM
452,4659,8085,3/11/15 1:11 PM
453,2529,4655,8/8/14 12:12 AM
454,860,5856,9/1/15 12:16 PM
455,3702,2504,10/31/15 11:39 PM
456,3938,1719,4/3/14 11:14 PM
457,4056,5748,5/6/14 4:12 AM
458,2222,4357,9/25/14 4:07 AM
459,3527,7309,3/25/15 5:08 AM
460,370,5458,2/28/14 7:27 AM
461,365,210,11/2/15 12:21 AM
462,2370,7805,8/13/14 7:42 AM
463,1365,1309,10/23/14 3:33 PM
464,26,3240,2/15/15 3:24 AM
465,383,7022,11/12/15 12:08 AM
466,4344,7804,9/28/15 1:53 AM
467,4719,7516,3/9/14 10:17 AM
468,4989,5606,8/23/14 2:29 AM
469,3891,8107,2/6/14 3:35 AM
470,425,1789,7/29/14 7:25 PM
471,3253,5631,6/29/14 12:30 PM
472,1825,7826,11/28/14 11:10 AM
473,3964,3804,1/12/15 12:34 PM
474,4210,4962,6/10/14 8:11 AM
475,585,2090,7/16/15 9:22 AM
476,3279,9951,9/27/14 2:50 AM
477,1354,5960,11/2/15 7:40 PM
478,2947,8691,4/24/15 10:43 AM
479,2150,3424,10/5/14 8:06 PM
480,943,1725,4/4/15 5:21 AM
481,2929,2316,3/15/14 2:28 AM
482,3121,8519,7/23/15 2:55 PM
483,303,5075,5/16/14 1:19 AM
484,1651,8214,3/6/14 4:30 AM
485,3758,448,12/22/15 9:32 PM
486,3855,4814,5/31/14 9:03 PM
487,2599,6540,9/19/14 7:26 AM
488,1037,2616,11/16/15 3:36 AM
489,4215,3896,3/27/15 8:09 PM
490,1385,5079,4/16/14 6:27 AM
491,3834,8983,2/7/14 2:05 AM
492,2115,1245,5/24/15 4:17 AM
493,2205,8095,3/13/14 7:19 PM
494,4148,15,8/17/14 4:08 PM
495,3789,2252,11/18/14 5:22 AM
496,228,1056,12/27/14 7:41 AM
497,653,2837,11/25/14 2:02 AM
498,1106,2298,9/10/14 3:39 AM
499,2713,300,6/15/14 6:40 PM
500,3048,5141,7/8/14 8:16 PM
501,984,43,5/29/14 2:08 PM
502,1771,5847,7/29/15 4:07 AM
503,2600,6124,8/5/15 12:05 AM
504,557,5279,9/17/14 2:55 AM
505,1881,3122,12/15/14 5:56 AM
506,1639,1709,6/12/14 5:07 PM
507,3012,1377,9/7/14 7:18 AM
508,2932,9482,10/28/15 5:11 AM
509,1738,5465,8/23/14 11:32 PM
510,3328,5224,4/20/15 8:38 AM
511,3875,1371,5/29/14 10:28 AM
512,4923,2222,10/22/15 8:20 AM
513,4429,9623,3/30/14 6:03 PM
514,493,7673,12/22/14 2:38 PM
515,1457,4937,4/5/14 6:36 AM
516,2549,309,2/1/14 12:31 PM
517,4808,8482,6/19/15 2:54 AM
518,680,2728,9/8/15 4:21 AM
519,3672,3475,11/17/15 4:36 PM
520,968,2780,11/12/15 10:00 PM
521,4952,7405,5/16/15 10:43 AM
522,4384,6576,11/22/15 5:20 AM
523,3609,1026,6/10/14 4:11 AM
524,3000,2054,12/7/14 7:31 AM
525,4576,7270,11/23/14 2:14 AM
526,311,1976,8/6/14 4:13 AM
527,1967,4492,8/17/15 3:27 AM
528,4492,9541,1/29/15 11:05 PM
529,1197,9801,6/17/14 3:40 PM
530,4049,2773,5/8/15 12:29 PM
531,2725,8825,5/11/14 8:50 PM
532,3386,6568,8/18/14 12:01 AM
533,4262,4425,9/14/14 6:55 PM
534,2638,7843,9/30/15 10:44 PM
535,3694,7689,8/22/15 11:36 PM
536,1249,1318,7/20/14 10:58 AM
537,2815,4525,6/21/14 12:07 AM
538,3289,7902,6/27/15 6:46 AM
539,4271,5394,9/20/14 10:02 AM
540,1378,607,12/11/15 2:59 AM
541,4382,2710,4/28/15 7:09 PM
542,824,9964,11/10/15 10:49 PM
543,753,7382,10/10/15 4:18 AM
544,1526,2299,12/28/14 12:02 PM
545,4785,8548,12/19/15 10:29 AM
546,1846,5179,12/28/14 9:54 AM
547,4391,7253,9/23/15 4:53 PM
548,3325,8911,11/13/15 8:11 PM
549,3202,2159,7/5/14 11:29 PM
550,266,7323,8/27/14 5:20 PM
551,3929,3593,5/22/14 10:45 PM
552,2893,1402,9/3/15 2:33 AM
553,1029,994,9/9/15 9:36 AM
554,4903,1501,3/1/15 1:23 AM
555,4168,5377,7/22/14 4:38 AM
556,106,2358,2/7/14 3:46 PM
557,2067,9270,4/29/14 12:57 AM
558,3084,6679,10/22/14 11:35 AM
559,577,4531,8/31/15 1:17 PM
560,3820,8029,1/25/15 3:50 AM
561,4329,982,11/30/14 5:38 AM
562,391,998,11/6/14 6:43 PM
563,1034,8592,8/4/14 12:37 PM
564,529,9485,8/2/14 12:25 PM
565,944,1963,9/21/14 10:48 PM
566,3695,1108,11/28/14 6:56 AM
567,183,3247,11/9/14 9:20 AM
568,388,9759,2/12/14 6:26 PM
569,3008,3631,3/17/14 12:25 PM
570,3648,8419,10/4/15 5:49 PM
571,2197,9425,10/3/15 3:54 PM
572,3590,4834,6/16/14 12:30 AM
573,2472,6685,8/5/15 10:45 AM
574,1046,6692,3/28/14 5:50 PM
575,2160,7844,5/20/15 3:59 PM
576,4193,7020,7/17/14 9:24 PM
577,3150,5741,5/31/15 9:31 AM
578,4204,5562,5/21/15 11:33 PM
579,350,9018,9/14/14 6:35 PM
580,4699,3714,12/28/15 10:12 AM
581,2169,6286,12/15/14 10:54 AM
582,3550,6517,6/16/15 7:32 PM
583,1149,4034,6/30/14 5:33 AM
584,4793,8982,4/8/15 3:11 PM
585,1280,4576,7/19/15 12:49 AM
586,3885,2217,11/5/14 8:54 AM
587,2270,1668,4/29/15 2:19 PM
588,2856,9395,12/20/14 10:31 AM
589,1059,8034,8/29/14 12:49 AM
590,3602,8382,2/28/14 6:01 PM
591,292,1445,11/5/14 11:21 AM
592,2189,8460,6/5/15 1:35 AM
593,996,3175,6/30/14 3:21 PM
594,2207,7433,8/3/14 6:57 AM
595,276,4077,5/15/14 9:17 AM
596,2097,5658,2/25/14 9:04 AM
597,735,8450,8/5/14 5:06 AM
598,2358,485,10/6/15 2:41 AM
599,3036,3638,4/8/14 11:26 AM
600,4434,3412,7/15/14 10:18 AM
601,2707,7840,5/9/15 8:09 PM
602,1356,9892,11/8/14 7:06 PM
603,423,8737,5/7/15 2:08 AM
604,362,3490,9/30/15 6:22 PM
605,4539,567,9/27/15 6:55 PM
606,3386,5930,1/13/15 6:16 AM
607,2840,9011,11/13/14 2:49 AM
608,1118,5259,7/9/15 10:49 AM
609,4926,7766,7/17/14 11:53 PM
610,1617,3565,3/29/15 8:26 PM
611,2626,9648,4/7/15 10:24 PM
612,1071,5380,9/18/14 2:58 AM
613,2605,7688,12/28/14 4:22 PM
614,1701,5481,11/26/15 7:01 PM
615,1276,1907,2/5/14 5:35 AM
616,3778,9773,10/9/14 6:04 PM
617,4640,6577,12/2/15 5:06 PM
618,4117,1873,2/27/15 8:44 PM
619,1114,6219,4/26/15 10:43 PM
620,3948,5899,7/30/14 5:58 PM
621,1252,8658,8/4/14 12:42 PM
622,1519,6027,10/25/15 9:38 PM
623,4964,1792,8/7/15 2:53 AM
624,1727,8205,9/20/14 1:44 AM
625,3295,1893,4/30/14 5:18 AM
626,8,8771,9/14/15 5:51 PM
627,4977,904,11/9/14 12:56 PM
628,1075,1046,12/5/15 11:29 AM
629,3177,3862,8/5/15 4:13 PM
630,3515,1579,4/21/15 9:02 AM
631,4325,4057,9/9/14 10:48 AM
632,3110,3583,4/26/15 8:39 PM
633,4989,5260,7/23/15 10:35 PM
634,4059,2925,9/11/14 7:22 PM
635,4601,2767,6/4/14 3:08 AM
636,2421,8662,5/6/14 12:15 AM
637,281,4305,3/31/14 9:43 PM
638,4681,6659,3/19/15 11:45 AM
639,3425,623,7/30/14 2:47 PM
640,4793,9201,10/9/15 10:02 PM
641,1316,4299,7/26/14 3:04 PM
642,2301,5968,11/11/14 1:22 AM
643,3773,8272,12/17/15 1:10 AM
644,68,5624,1/10/15 11:21 PM
645,3632,1309,6/2/15 2:11 AM
646,168,3580,11/22/14 1:19 PM
647,161,1220,8/18/15 8:15 AM
648,173,4903,8/7/15 4:30 AM
649,2158,75,7/4/15 6:08 AM
650,2986,8971,9/18/15 3:14 AM
651,104,226,10/23/14 4:46 AM
652,4722,3176,11/1/15 1:55 AM
653,345,48,4/25/15 10:11 AM
654,3086,4545,9/21/14 7:53 PM
655,4872,8174,12/27/14 12:51 PM
656,2904,9047,2/27/14 1:26 AM
657,3935,5303,5/9/14 8:57 PM
658,714,2186,11/2/14 8:33 AM
659,1086,9179,12/9/15 9:54 PM
660,2435,1289,7/9/15 8:31 AM
661,3969,149,10/30/14 4:11 PM
662,3294,5909,1/30/15 1:46 AM
663,1944,6196,12/15/15 7:30 PM
664,351,1780,3/6/15 10:54 PM
665,2473,9918,12/20/15 5:44 AM
666,1514,5638,5/19/15 8:07 PM
667,1960,1796,5/10/14 4:53 AM
668,716,535,10/14/15 11:24 AM
669,3167,944,3/20/15 5:35 AM
670,1560,2485,3/21/15 2:20 AM
671,2001,4187,10/12/15 3:50 PM
672,1845,884,11/25/15 3:40 AM
673,2186,4455,7/9/14 3:22 PM
674,2225,6360,12/15/15 3:58 AM
