id,user_id,time
67,808,4/16/2013 12:00:00 AM
68,1042,4/16/2013 12:00:00 AM
69,316,4/16/2013 12:00:00 AM
70,154,4/16/2013 12:00:00 AM
71,121,4/16/2013 12:00:00 AM
72,419,4/16/2013 12:00:00 AM
73,411,4/16/2013 12:00:00 AM
74,247,4/16/2013 12:00:00 AM
75,34,4/16/2013 12:00:00 AM
76,520,4/16/2013 12:00:00 AM
77,872,4/16/2013 12:00:00 AM
78,1003,4/16/2013 12:00:00 AM
79,1004,4/16/2013 12:00:00 AM
80,773,4/16/2013 12:00:00 AM
81,306,4/16/2013 12:00:00 AM
82,97,4/16/2013 12:00:00 AM
83,641,4/16/2013 12:00:00 AM
84,841,4/16/2013 12:00:00 AM
85,982,4/16/2013 12:00:00 AM
86,518,4/16/2013 12:00:00 AM
87,1009,4/16/2013 12:00:00 AM
88,293,4/16/2013 12:00:00 AM
89,8,4/16/2013 12:00:00 AM
90,28,4/16/2013 12:00:00 AM
91,20,4/16/2013 12:00:00 AM
92,241,4/16/2013 12:00:00 AM
93,846,4/16/2013 12:00:00 AM
94,159,4/16/2013 12:00:00 AM
95,751,4/16/2013 12:00:00 AM
96,852,4/16/2013 12:00:00 AM
97,643,4/16/2013 12:00:00 AM
98,750,4/16/2013 12:00:00 AM
99,1026,4/16/2013 12:00:00 AM
100,5,4/16/2013 12:00:00 AM
101,275,4/16/2013 12:00:00 AM
102,176,4/16/2013 12:00:00 AM
103,1059,4/16/2013 12:00:00 AM
104,126,4/16/2013 12:00:00 AM
105,1098,4/16/2013 12:00:00 AM
106,474,4/16/2013 12:00:00 AM
107,210,4/16/2013 12:00:00 AM
108,427,4/16/2013 12:00:00 AM
109,327,4/16/2013 12:00:00 AM
110,1088,4/16/2013 12:00:00 AM
111,234,4/16/2013 12:00:00 AM
112,113,4/16/2013 12:00:00 AM
113,120,4/16/2013 12:00:00 AM
114,513,4/16/2013 12:00:00 AM
115,381,4/16/2013 12:00:00 AM
116,561,4/16/2013 12:00:00 AM
117,55,4/16/2013 12:00:00 AM
118,515,4/16/2013 12:00:00 AM
119,156,4/16/2013 12:00:00 AM
120,539,4/16/2013 12:00:00 AM
121,383,4/16/2013 12:00:00 AM
122,516,4/16/2013 12:00:00 AM
123,991,4/16/2013 12:00:00 AM
124,289,4/16/2013 12:00:00 AM
125,135,4/16/2013 12:00:00 AM
126,880,4/16/2013 12:00:00 AM
127,573,4/16/2013 12:00:00 AM
128,253,4/16/2013 12:00:00 AM
129,496,4/16/2013 12:00:00 AM
130,182,4/16/2013 12:00:00 AM
131,878,4/16/2013 12:00:00 AM
132,123,4/16/2013 12:00:00 AM
133,1069,4/16/2013 12:00:00 AM
134,136,4/16/2013 12:00:00 AM
135,499,4/16/2013 12:00:00 AM
136,130,4/16/2013 12:00:00 AM
137,811,4/16/2013 12:00:00 AM
138,1122,4/16/2013 12:00:00 AM
139,92,4/16/2013 12:00:00 AM
140,509,4/16/2013 12:00:00 AM
141,309,4/16/2013 12:00:00 AM
142,583,4/16/2013 12:00:00 AM
143,966,4/16/2013 12:00:00 AM
144,715,4/16/2013 12:00:00 AM
145,794,4/16/2013 12:00:00 AM
146,907,4/16/2013 12:00:00 AM
147,1071,4/16/2013 12:00:00 AM
148,334,4/16/2013 12:00:00 AM
149,779,4/16/2013 12:00:00 AM
150,190,4/16/2013 12:00:00 AM
151,798,4/16/2013 12:00:00 AM
152,129,4/16/2013 12:00:00 AM
153,594,4/16/2013 12:00:00 AM
154,941,4/16/2013 12:00:00 AM
155,622,4/16/2013 12:00:00 AM
156,760,4/16/2013 12:00:00 AM
157,185,4/16/2013 12:00:00 AM
158,1068,4/16/2013 12:00:00 AM
159,1123,4/16/2013 12:00:00 AM
160,1050,4/16/2013 12:00:00 AM
161,901,4/16/2013 12:00:00 AM
162,958,4/16/2013 12:00:00 AM
163,932,4/16/2013 12:00:00 AM
164,145,4/16/2013 12:00:00 AM
165,416,4/16/2013 12:00:00 AM
166,111,4/16/2013 12:00:00 AM
167,797,4/16/2013 12:00:00 AM
168,985,4/16/2013 12:00:00 AM
169,14,4/16/2013 12:00:00 AM
170,251,4/16/2013 12:00:00 AM
171,1105,4/16/2013 12:00:00 AM
172,540,4/16/2013 12:00:00 AM
173,423,4/16/2013 12:00:00 AM
174,648,4/16/2013 12:00:00 AM
175,231,4/16/2013 12:00:00 AM
176,801,4/16/2013 12:00:00 AM
177,550,4/16/2013 12:00:00 AM
178,277,4/16/2013 12:00:00 AM
179,495,4/16/2013 12:00:00 AM
180,229,4/16/2013 12:00:00 AM
181,759,4/16/2013 12:00:00 AM
182,240,4/16/2013 12:00:00 AM
183,1106,4/16/2013 12:00:00 AM
184,1081,4/16/2013 12:00:00 AM
185,385,4/16/2013 12:00:00 AM
186,749,4/16/2013 12:00:00 AM
187,529,4/16/2013 12:00:00 AM
188,376,4/16/2013 12:00:00 AM
189,514,4/16/2013 12:00:00 AM
190,740,4/16/2013 12:00:00 AM
191,946,4/16/2013 12:00:00 AM
192,814,4/16/2013 12:00:00 AM
193,525,4/16/2013 12:00:00 AM
194,223,4/16/2013 12:00:00 AM
195,609,4/16/2013 12:00:00 AM
196,352,4/16/2013 12:00:00 AM
197,651,4/16/2013 12:00:00 AM
198,822,4/16/2013 12:00:00 AM
199,300,4/16/2013 12:00:00 AM
200,1032,4/16/2013 12:00:00 AM
201,110,4/16/2013 12:00:00 AM
202,1064,4/16/2013 12:00:00 AM
203,320,4/16/2013 12:00:00 AM
204,528,4/16/2013 12:00:00 AM
205,441,4/16/2013 12:00:00 AM
206,259,4/16/2013 12:00:00 AM
207,706,4/16/2013 12:00:00 AM
208,947,4/16/2013 12:00:00 AM
209,1029,4/16/2013 12:00:00 AM
210,1198,4/16/2013 12:00:00 AM
211,1107,4/16/2013 12:00:00 AM
212,909,4/16/2013 12:00:00 AM
213,503,4/16/2013 12:00:00 AM
214,763,4/16/2013 12:00:00 AM
215,1166,4/16/2013 12:00:00 AM
216,661,4/16/2013 12:00:00 AM
217,484,4/16/2013 12:00:00 AM
218,626,4/16/2013 12:00:00 AM
219,1156,4/16/2013 12:00:00 AM
220,667,4/16/2013 12:00:00 AM
221,582,4/16/2013 12:00:00 AM
222,422,4/16/2013 12:00:00 AM
223,471,4/16/2013 12:00:00 AM
224,1101,4/16/2013 12:00:00 AM
225,1184,4/16/2013 12:00:00 AM
226,937,4/16/2013 12:00:00 AM
227,15,4/16/2013 12:00:00 AM
228,201,4/16/2013 12:00:00 AM
229,40,4/16/2013 12:00:00 AM
230,879,4/16/2013 12:00:00 AM
231,150,4/16/2013 12:00:00 AM
232,729,4/16/2013 12:00:00 AM
233,977,4/16/2013 12:00:00 AM
234,813,4/16/2013 12:00:00 AM
235,119,4/16/2013 12:00:00 AM
236,623,4/16/2013 12:00:00 AM
237,921,4/16/2013 12:00:00 AM
238,1208,4/16/2013 12:00:00 AM
239,866,4/16/2013 12:00:00 AM
240,127,4/16/2013 12:00:00 AM
241,44,4/16/2013 12:00:00 AM
242,1142,4/16/2013 12:00:00 AM
243,665,4/16/2013 12:00:00 AM
244,693,4/16/2013 12:00:00 AM
245,530,4/16/2013 12:00:00 AM
246,37,4/16/2013 12:00:00 AM
247,312,4/16/2013 12:00:00 AM
248,1214,4/16/2013 12:00:00 AM
249,112,4/16/2013 12:00:00 AM
250,948,4/16/2013 12:00:00 AM
251,869,4/16/2013 12:00:00 AM
252,26,4/16/2013 12:00:00 AM
253,62,4/16/2013 12:00:00 AM
254,633,4/16/2013 12:00:00 AM
255,101,4/16/2013 12:00:00 AM
256,688,4/16/2013 12:00:00 AM
257,666,4/16/2013 12:00:00 AM
258,46,4/16/2013 12:00:00 AM
259,1194,4/16/2013 12:00:00 AM
260,504,4/16/2013 12:00:00 AM
261,244,4/16/2013 12:00:00 AM
262,506,4/16/2013 12:00:00 AM
263,1057,4/16/2013 12:00:00 AM
264,832,4/16/2013 12:00:00 AM
265,673,4/16/2013 12:00:00 AM
266,482,4/16/2013 12:00:00 AM
267,1163,4/16/2013 12:00:00 AM
268,690,4/16/2013 12:00:00 AM
269,644,4/16/2013 12:00:00 AM
270,488,4/16/2013 12:00:00 AM
271,1190,4/16/2013 12:00:00 AM
272,537,4/16/2013 12:00:00 AM
273,1219,4/16/2013 12:00:00 AM
274,634,4/16/2013 12:00:00 AM
275,624,4/16/2013 12:00:00 AM
276,1000,4/16/2013 12:00:00 AM
277,1022,4/16/2013 12:00:00 AM
278,1149,4/16/2013 12:00:00 AM
279,745,4/16/2013 12:00:00 AM
280,269,4/16/2013 12:00:00 AM
281,625,4/16/2013 12:00:00 AM
282,252,4/16/2013 12:00:00 AM
283,89,4/16/2013 12:00:00 AM
284,1139,4/16/2013 12:00:00 AM
285,11,4/16/2013 12:00:00 AM
286,125,4/16/2013 12:00:00 AM
287,1220,4/16/2013 12:00:00 AM
288,345,4/16/2013 12:00:00 AM
289,712,4/16/2013 12:00:00 AM
290,432,4/16/2013 12:00:00 AM
291,957,4/16/2013 12:00:00 AM
292,876,4/16/2013 12:00:00 AM
293,725,4/16/2013 12:00:00 AM
294,362,4/16/2013 12:00:00 AM
295,883,4/16/2013 12:00:00 AM
296,538,4/16/2013 12:00:00 AM
297,675,4/16/2013 12:00:00 AM
298,833,4/16/2013 12:00:00 AM
299,21,4/16/2013 12:00:00 AM
300,48,4/16/2013 12:00:00 AM
301,1056,4/16/2013 12:00:00 AM
302,1155,4/16/2013 12:00:00 AM
303,1113,4/16/2013 12:00:00 AM
304,1275,4/16/2013 12:00:00 AM
305,208,4/16/2013 12:00:00 AM
306,332,4/16/2013 12:00:00 AM
307,266,4/16/2013 12:00:00 AM
308,429,4/16/2013 12:00:00 AM
309,10,4/16/2013 12:00:00 AM
310,1255,4/16/2013 12:00:00 AM
311,930,4/16/2013 12:00:00 AM
312,888,4/16/2013 12:00:00 AM
313,301,4/16/2013 12:00:00 AM
314,954,4/16/2013 12:00:00 AM
315,1230,4/16/2013 12:00:00 AM
316,993,4/16/2013 12:00:00 AM
317,417,4/16/2013 12:00:00 AM
318,1013,4/16/2013 12:00:00 AM
319,821,4/16/2013 12:00:00 AM
320,548,4/16/2013 12:00:00 AM
321,816,4/16/2013 12:00:00 AM
322,588,4/16/2013 12:00:00 AM
323,978,4/16/2013 12:00:00 AM
324,213,4/16/2013 12:00:00 AM
325,532,4/16/2013 12:00:00 AM
326,865,4/16/2013 12:00:00 AM
327,1234,4/16/2013 12:00:00 AM
328,398,4/16/2013 12:00:00 AM
329,1095,4/16/2013 12:00:00 AM
330,86,4/16/2013 12:00:00 AM
331,326,4/16/2013 12:00:00 AM
332,926,4/16/2013 12:00:00 AM
333,1181,4/16/2013 12:00:00 AM
334,1027,4/16/2013 12:00:00 AM
335,163,4/16/2013 12:00:00 AM
336,4,4/16/2013 12:00:00 AM
337,1035,4/16/2013 12:00:00 AM
338,465,4/16/2013 12:00:00 AM
339,884,4/16/2013 12:00:00 AM
340,680,4/16/2013 12:00:00 AM
341,859,4/16/2013 12:00:00 AM
342,239,4/16/2013 12:00:00 AM
343,335,4/16/2013 12:00:00 AM
344,612,4/16/2013 12:00:00 AM
345,502,4/16/2013 12:00:00 AM
346,69,4/16/2013 12:00:00 AM
347,575,4/16/2013 12:00:00 AM
348,771,4/16/2013 12:00:00 AM
349,483,4/16/2013 12:00:00 AM
350,891,4/16/2013 12:00:00 AM
351,122,4/16/2013 12:00:00 AM
352,1341,4/16/2013 12:00:00 AM
353,12,4/16/2013 12:00:00 AM
354,473,4/16/2013 12:00:00 AM
355,233,4/16/2013 12:00:00 AM
356,1086,4/16/2013 12:00:00 AM
357,645,4/16/2013 12:00:00 AM
358,1146,4/16/2013 12:00:00 AM
359,93,4/16/2013 12:00:00 AM
360,344,4/16/2013 12:00:00 AM
361,519,4/16/2013 12:00:00 AM
362,868,4/16/2013 12:00:00 AM
363,678,4/16/2013 12:00:00 AM
364,924,4/16/2013 12:00:00 AM
365,776,4/16/2013 12:00:00 AM
366,1100,4/16/2013 12:00:00 AM
367,1136,4/16/2013 12:00:00 AM
368,604,4/16/2013 12:00:00 AM
369,791,4/16/2013 12:00:00 AM
370,1292,4/16/2013 12:00:00 AM
371,860,4/16/2013 12:00:00 AM
372,953,4/16/2013 12:00:00 AM
373,934,4/16/2013 12:00:00 AM
374,142,4/16/2013 12:00:00 AM
375,1268,4/16/2013 12:00:00 AM
376,577,4/16/2013 12:00:00 AM
377,1128,4/16/2013 12:00:00 AM
378,367,4/16/2013 12:00:00 AM
379,1209,4/16/2013 12:00:00 AM
380,463,4/16/2013 12:00:00 AM
381,291,4/16/2013 12:00:00 AM
382,43,4/16/2013 12:00:00 AM
383,915,4/16/2013 12:00:00 AM
384,1371,4/16/2013 12:00:00 AM
385,965,4/16/2013 12:00:00 AM
386,467,4/16/2013 12:00:00 AM
387,914,4/16/2013 12:00:00 AM
388,287,4/16/2013 12:00:00 AM
389,1338,4/16/2013 12:00:00 AM
390,646,4/16/2013 12:00:00 AM
391,360,4/16/2013 12:00:00 AM
392,226,4/16/2013 12:00:00 AM
393,373,4/16/2013 12:00:00 AM
394,1172,4/16/2013 12:00:00 AM
395,161,4/16/2013 12:00:00 AM
396,1159,4/16/2013 12:00:00 AM
397,1116,4/16/2013 12:00:00 AM
398,412,4/16/2013 12:00:00 AM
399,836,4/16/2013 12:00:00 AM
400,497,4/16/2013 12:00:00 AM
401,940,4/16/2013 12:00:00 AM
402,971,4/16/2013 12:00:00 AM
403,980,4/16/2013 12:00:00 AM
404,608,4/16/2013 12:00:00 AM
405,31,4/16/2013 12:00:00 AM
406,169,4/16/2013 12:00:00 AM
407,1332,4/16/2013 12:00:00 AM
408,871,4/16/2013 12:00:00 AM
409,783,4/16/2013 12:00:00 AM
410,1061,4/16/2013 12:00:00 AM
411,1307,4/16/2013 12:00:00 AM
412,278,4/16/2013 12:00:00 AM
413,197,4/16/2013 12:00:00 AM
414,630,4/16/2013 12:00:00 AM
415,54,4/16/2013 12:00:00 AM
416,477,4/16/2013 12:00:00 AM
417,1372,4/16/2013 12:00:00 AM
418,818,4/16/2013 12:00:00 AM
419,960,4/16/2013 12:00:00 AM
420,1141,4/16/2013 12:00:00 AM
421,1284,4/16/2013 12:00:00 AM
422,843,4/16/2013 12:00:00 AM
423,1079,4/16/2013 12:00:00 AM
424,146,4/16/2013 12:00:00 AM
425,1021,4/16/2013 12:00:00 AM
426,635,4/16/2013 12:00:00 AM
427,580,4/16/2013 12:00:00 AM
428,394,4/16/2013 12:00:00 AM
429,981,4/16/2013 12:00:00 AM
430,699,4/16/2013 12:00:00 AM
431,16,4/16/2013 12:00:00 AM
432,842,4/16/2013 12:00:00 AM
433,1325,4/16/2013 12:00:00 AM
434,215,4/16/2013 12:00:00 AM
435,523,4/16/2013 12:00:00 AM
436,1203,4/16/2013 12:00:00 AM
437,63,4/16/2013 12:00:00 AM
438,308,4/16/2013 12:00:00 AM
439,830,4/16/2013 12:00:00 AM
440,796,4/16/2013 12:00:00 AM
441,542,4/16/2013 12:00:00 AM
442,1241,4/16/2013 12:00:00 AM
443,1260,4/16/2013 12:00:00 AM
444,1067,4/16/2013 12:00:00 AM
445,1115,4/16/2013 12:00:00 AM
446,1046,4/16/2013 12:00:00 AM
447,30,4/16/2013 12:00:00 AM
448,743,4/16/2013 12:00:00 AM
449,487,4/16/2013 12:00:00 AM
450,685,4/16/2013 12:00:00 AM
451,39,4/16/2013 12:00:00 AM
452,744,4/16/2013 12:00:00 AM
453,452,4/16/2013 12:00:00 AM
454,527,4/16/2013 12:00:00 AM
455,406,4/16/2013 12:00:00 AM
456,98,4/16/2013 12:00:00 AM
457,831,4/16/2013 12:00:00 AM
458,834,4/16/2013 12:00:00 AM
459,91,4/16/2013 12:00:00 AM
460,397,4/16/2013 12:00:00 AM
461,589,4/16/2013 12:00:00 AM
462,1433,4/16/2013 12:00:00 AM
463,890,4/16/2013 12:00:00 AM
464,85,4/16/2013 12:00:00 AM
465,1083,4/16/2013 12:00:00 AM
466,424,4/16/2013 12:00:00 AM
467,746,4/16/2013 12:00:00 AM
468,1085,4/16/2013 12:00:00 AM
469,107,4/16/2013 12:00:00 AM
470,734,4/16/2013 12:00:00 AM
471,414,4/16/2013 12:00:00 AM
472,1357,4/16/2013 12:00:00 AM
473,989,4/16/2013 12:00:00 AM
474,164,4/16/2013 12:00:00 AM
475,768,4/16/2013 12:00:00 AM
476,1300,4/16/2013 12:00:00 AM
477,340,4/16/2013 12:00:00 AM
478,333,4/16/2013 12:00:00 AM
479,766,4/16/2013 12:00:00 AM
480,435,4/16/2013 12:00:00 AM
481,605,4/16/2013 12:00:00 AM
482,838,4/16/2013 12:00:00 AM
483,1358,4/16/2013 12:00:00 AM
484,297,4/16/2013 12:00:00 AM
485,1216,4/16/2013 12:00:00 AM
486,273,4/16/2013 12:00:00 AM
487,390,4/16/2013 12:00:00 AM
488,6,4/16/2013 12:00:00 AM
489,809,4/16/2013 12:00:00 AM
490,426,4/16/2013 12:00:00 AM
491,490,4/16/2013 12:00:00 AM
492,230,4/16/2013 12:00:00 AM
493,218,4/16/2013 12:00:00 AM
494,433,4/16/2013 12:00:00 AM
495,207,4/16/2013 12:00:00 AM
496,1285,4/16/2013 12:00:00 AM
497,155,4/16/2013 12:00:00 AM
498,420,4/16/2013 12:00:00 AM
499,167,4/16/2013 12:00:00 AM
500,1291,4/16/2013 12:00:00 AM
501,337,4/16/2013 12:00:00 AM
502,1476,4/16/2013 12:00:00 AM
503,636,4/16/2013 12:00:00 AM
504,754,4/16/2013 12:00:00 AM
505,271,4/16/2013 12:00:00 AM
506,1428,4/16/2013 12:00:00 AM
507,755,4/16/2013 12:00:00 AM
508,1124,4/16/2013 12:00:00 AM
509,1273,4/16/2013 12:00:00 AM
510,358,4/16/2013 12:00:00 AM
511,1277,4/16/2013 12:00:00 AM
512,1135,4/16/2013 12:00:00 AM
513,68,4/16/2013 12:00:00 AM
514,656,4/16/2013 12:00:00 AM
515,792,4/16/2013 12:00:00 AM
516,752,4/16/2013 12:00:00 AM
517,1218,4/16/2013 12:00:00 AM
518,593,4/16/2013 12:00:00 AM
519,1466,4/16/2013 12:00:00 AM
520,369,4/16/2013 12:00:00 AM
521,1075,4/16/2013 12:00:00 AM
522,741,4/16/2013 12:00:00 AM
523,173,4/16/2013 12:00:00 AM
524,682,4/16/2013 12:00:00 AM
525,245,4/16/2013 12:00:00 AM
526,1157,4/16/2013 12:00:00 AM
527,428,4/16/2013 12:00:00 AM
528,556,4/16/2013 12:00:00 AM
529,1500,4/16/2013 12:00:00 AM
530,757,4/16/2013 12:00:00 AM
531,894,4/16/2013 12:00:00 AM
532,1237,4/16/2013 12:00:00 AM
533,166,4/16/2013 12:00:00 AM
534,1489,4/16/2013 12:00:00 AM
535,99,4/16/2013 12:00:00 AM
536,558,4/16/2013 12:00:00 AM
537,202,4/16/2013 12:00:00 AM
538,1070,4/16/2013 12:00:00 AM
539,1252,4/16/2013 12:00:00 AM
540,268,4/16/2013 12:00:00 AM
541,1356,4/16/2013 12:00:00 AM
542,102,4/16/2013 12:00:00 AM
543,246,4/16/2013 12:00:00 AM
544,1453,4/16/2013 12:00:00 AM
545,669,4/16/2013 12:00:00 AM
546,1396,4/16/2013 12:00:00 AM
547,162,4/16/2013 12:00:00 AM
548,562,4/16/2013 12:00:00 AM
549,1465,4/16/2013 12:00:00 AM
550,456,4/16/2013 12:00:00 AM
551,1185,4/16/2013 12:00:00 AM
552,1548,4/16/2013 12:00:00 AM
553,996,4/16/2013 12:00:00 AM
554,799,4/16/2013 12:00:00 AM
555,1364,4/16/2013 12:00:00 AM
556,596,4/16/2013 12:00:00 AM
557,875,4/16/2013 12:00:00 AM
558,955,4/16/2013 12:00:00 AM
559,1140,4/16/2013 12:00:00 AM
560,87,4/16/2013 12:00:00 AM
561,1143,4/16/2013 12:00:00 AM
562,200,4/16/2013 12:00:00 AM
563,1478,4/16/2013 12:00:00 AM
564,3,4/16/2013 12:00:00 AM
565,464,4/16/2013 12:00:00 AM
566,1482,4/16/2013 12:00:00 AM
567,1148,4/16/2013 12:00:00 AM
568,1206,4/16/2013 12:00:00 AM
569,1536,4/16/2013 12:00:00 AM
570,235,4/16/2013 12:00:00 AM
571,1177,4/16/2013 12:00:00 AM
572,1354,4/16/2013 12:00:00 AM
573,567,4/16/2013 12:00:00 AM
574,157,4/16/2013 12:00:00 AM
575,851,4/16/2013 12:00:00 AM
576,933,4/16/2013 12:00:00 AM
577,1179,4/16/2013 12:00:00 AM
578,722,4/16/2013 12:00:00 AM
579,1169,4/16/2013 12:00:00 AM
580,254,4/16/2013 12:00:00 AM
581,23,4/16/2013 12:00:00 AM
582,867,4/16/2013 12:00:00 AM
583,1383,4/16/2013 12:00:00 AM
584,1345,4/16/2013 12:00:00 AM
585,1393,4/16/2013 12:00:00 AM
586,1563,4/16/2013 12:00:00 AM
587,925,4/16/2013 12:00:00 AM
588,1378,4/16/2013 12:00:00 AM
589,1043,4/16/2013 12:00:00 AM
590,1443,4/16/2013 12:00:00 AM
591,1200,4/16/2013 12:00:00 AM
592,248,4/16/2013 12:00:00 AM
593,1472,4/16/2013 12:00:00 AM
594,1401,4/16/2013 12:00:00 AM
595,302,4/16/2013 12:00:00 AM
596,319,4/16/2013 12:00:00 AM
597,769,4/16/2013 12:00:00 AM
598,1261,4/16/2013 12:00:00 AM
599,988,4/16/2013 12:00:00 AM
600,1457,4/16/2013 12:00:00 AM
601,658,4/16/2013 12:00:00 AM
602,903,4/16/2013 12:00:00 AM
603,1366,4/16/2013 12:00:00 AM
604,407,4/16/2013 12:00:00 AM
605,906,4/16/2013 12:00:00 AM
606,913,4/16/2013 12:00:00 AM
607,995,4/16/2013 12:00:00 AM
608,839,4/16/2013 12:00:00 AM
609,1250,4/16/2013 12:00:00 AM
610,1546,4/16/2013 12:00:00 AM
611,1310,4/16/2013 12:00:00 AM
612,1538,4/16/2013 12:00:00 AM
613,942,4/16/2013 12:00:00 AM
614,255,4/16/2013 12:00:00 AM
615,65,4/16/2013 12:00:00 AM
616,100,4/16/2013 12:00:00 AM
617,285,4/16/2013 12:00:00 AM
618,1600,4/16/2013 12:00:00 AM
619,631,4/16/2013 12:00:00 AM
620,132,4/16/2013 12:00:00 AM
621,1387,4/16/2013 12:00:00 AM
622,967,4/16/2013 12:00:00 AM
623,374,4/16/2013 12:00:00 AM
624,1415,4/16/2013 12:00:00 AM
625,553,4/16/2013 12:00:00 AM
626,303,4/16/2013 12:00:00 AM
627,828,4/16/2013 12:00:00 AM
628,628,4/16/2013 12:00:00 AM
629,856,4/16/2013 12:00:00 AM
630,533,4/16/2013 12:00:00 AM
631,1474,4/16/2013 12:00:00 AM
632,1282,4/16/2013 12:00:00 AM
633,1470,4/16/2013 12:00:00 AM
634,183,4/16/2013 12:00:00 AM
635,597,4/16/2013 12:00:00 AM
636,1303,4/16/2013 12:00:00 AM
637,863,4/16/2013 12:00:00 AM
638,1559,4/16/2013 12:00:00 AM
639,1556,4/16/2013 12:00:00 AM
640,1012,4/16/2013 12:00:00 AM
641,338,4/16/2013 12:00:00 AM
642,1330,4/16/2013 12:00:00 AM
643,1072,4/16/2013 12:00:00 AM
644,895,4/16/2013 12:00:00 AM
645,403,4/16/2013 12:00:00 AM
646,1245,4/16/2013 12:00:00 AM
647,307,4/16/2013 12:00:00 AM
648,1487,4/16/2013 12:00:00 AM
649,1370,4/16/2013 12:00:00 AM
650,203,4/16/2013 12:00:00 AM
651,1521,4/16/2013 12:00:00 AM
652,938,4/16/2013 12:00:00 AM
653,614,4/16/2013 12:00:00 AM
654,857,4/16/2013 12:00:00 AM
655,918,4/16/2013 12:00:00 AM
656,691,4/16/2013 12:00:00 AM
657,1646,4/16/2013 12:00:00 AM
658,951,4/16/2013 12:00:00 AM
659,1025,4/16/2013 12:00:00 AM
660,1368,4/16/2013 12:00:00 AM
661,1642,4/16/2013 12:00:00 AM
662,368,4/16/2013 12:00:00 AM
663,984,4/16/2013 12:00:00 AM
664,1165,4/16/2013 12:00:00 AM
665,1627,4/16/2013 12:00:00 AM
666,850,4/16/2013 12:00:00 AM
667,1498,4/16/2013 12:00:00 AM
668,1333,4/16/2013 12:00:00 AM
669,659,4/16/2013 12:00:00 AM
670,945,4/16/2013 12:00:00 AM
671,1002,4/16/2013 12:00:00 AM
672,777,4/16/2013 12:00:00 AM
673,236,4/16/2013 12:00:00 AM
674,171,4/16/2013 12:00:00 AM
675,1078,4/16/2013 12:00:00 AM
676,1665,4/16/2013 12:00:00 AM
677,1320,4/16/2013 12:00:00 AM
678,1099,4/16/2013 12:00:00 AM
679,652,4/16/2013 12:00:00 AM
680,1581,4/16/2013 12:00:00 AM
681,997,4/16/2013 12:00:00 AM
682,438,4/16/2013 12:00:00 AM
683,753,4/16/2013 12:00:00 AM
684,1033,4/16/2013 12:00:00 AM
685,1512,4/16/2013 12:00:00 AM
686,1392,4/16/2013 12:00:00 AM
687,639,4/16/2013 12:00:00 AM
688,877,4/16/2013 12:00:00 AM
689,1411,4/16/2013 12:00:00 AM
690,1605,4/16/2013 12:00:00 AM
