id,video_id,user_id,time
436,3588,1369,4/8/14 1:12 PM
437,7735,2186,4/20/14 1:21 AM
438,4972,3118,11/23/14 9:02 AM
439,5398,1991,3/7/15 7:16 AM
440,9231,2477,7/6/14 1:43 AM
441,1018,2138,10/31/15 12:13 AM
442,619,278,8/6/14 9:16 AM
443,1154,296,6/7/14 4:49 AM
444,8782,4968,8/14/15 1:40 AM
445,9045,3848,10/18/15 5:34 PM
446,7146,2283,2/21/14 11:57 PM
447,5808,3725,3/31/14 7:10 PM
448,6642,3696,3/17/15 4:38 AM
449,2737,936,10/26/15 3:41 PM
450,9562,4922,11/23/14 7:35 PM
451,6961,3115,9/13/14 12:07 AM
452,8757,4201,11/25/14 5:35 AM
453,3571,2071,1/1/15 7:35 AM
454,6839,3789,3/12/15 11:04 PM
455,355,679,10/10/15 10:19 AM
456,2793,600,12/26/15 12:52 PM
457,3108,3320,3/24/15 10:05 PM
458,1478,1386,11/24/14 4:41 PM
459,1587,663,4/14/14 11:16 PM
460,4969,2641,6/18/14 11:40 AM
461,687,2400,9/4/15 11:06 AM
462,7610,4285,11/27/15 3:31 AM
463,2771,834,5/13/14 11:47 PM
464,5123,2542,8/31/14 4:20 AM
465,7653,4702,7/9/14 11:36 PM
466,5806,3470,1/15/15 11:43 PM
467,1940,1879,1/3/15 1:13 PM
468,7913,4882,6/27/15 2:48 PM
469,6887,3811,5/30/15 7:35 PM
470,7188,3142,11/12/14 10:05 PM
471,154,958,11/10/14 10:56 AM
472,3693,2146,5/11/15 6:37 PM
473,4365,2951,3/19/14 7:41 AM
474,1915,1085,12/7/14 5:11 AM
475,1248,110,2/26/14 4:21 PM
476,7037,3308,4/29/15 1:06 AM
477,5243,1968,9/6/14 10:19 AM
478,4543,445,10/9/14 5:30 PM
479,9371,4924,2/28/14 12:17 AM
480,7214,2907,5/17/15 9:34 PM
481,6627,4179,7/11/14 1:17 PM
482,1371,34,8/9/14 5:17 PM
483,9588,4872,7/6/15 2:49 AM
484,7527,3285,12/6/15 8:16 PM
485,2393,1257,7/22/14 2:22 PM
486,1152,578,8/18/14 11:57 AM
487,2594,1992,1/31/14 1:52 AM
488,4443,2770,2/18/14 5:41 AM
489,6772,3682,1/25/15 6:58 PM
490,8713,2671,2/16/15 8:21 AM
491,1676,1211,3/11/14 7:26 PM
492,503,567,9/5/15 4:25 PM
493,4505,2557,7/28/15 3:38 AM
494,5694,3583,1/15/15 6:01 PM
495,1245,1477,10/1/15 12:25 PM
496,3995,2105,10/24/15 7:55 PM
497,231,258,6/19/14 12:35 AM
498,2993,1165,7/20/14 12:24 PM
499,7125,3524,10/7/15 12:18 PM
500,7723,3226,1/28/15 5:33 PM
501,3302,3319,8/16/15 10:14 AM
502,7067,205,10/29/15 8:34 AM
503,6273,2524,9/9/14 9:24 AM
504,4348,1957,7/4/14 5:39 PM
505,6742,3782,12/26/15 6:42 PM
506,5463,1355,4/7/15 9:08 AM
507,9604,4809,5/19/15 3:26 PM
508,4792,3004,11/27/14 8:46 PM
509,8545,4648,11/7/14 9:26 PM
510,3016,2053,2/1/14 12:48 AM
511,7711,4084,9/29/14 5:37 AM
512,2579,159,11/30/15 11:15 PM
513,9096,4943,2/21/14 6:15 PM
514,9745,3654,2/4/15 3:17 PM
515,7056,4196,2/28/14 4:14 AM
516,4524,1473,9/18/15 2:33 PM
517,2765,1841,10/9/15 9:30 AM
518,2954,1213,8/27/15 11:05 PM
519,6937,4005,8/5/15 7:23 PM
520,3106,1725,11/10/15 4:13 AM
521,7859,4294,7/18/14 12:53 PM
522,7114,3792,9/4/14 12:41 AM
523,9203,2612,9/5/14 11:08 PM
524,5465,341,11/24/14 7:32 AM
525,6108,3534,7/2/14 5:46 AM
526,746,348,11/30/14 3:48 AM
527,4561,2088,1/6/15 10:30 AM
528,6242,2614,5/26/14 8:02 AM
529,2667,153,9/17/15 11:46 AM
530,3671,2279,7/13/14 7:30 PM
531,6652,3038,6/22/15 5:21 PM
532,2056,71,6/28/15 12:31 AM
533,6604,2685,1/1/15 2:54 PM
534,2991,1816,3/1/14 1:48 AM
535,685,1150,7/5/14 5:51 PM
536,3843,2446,3/9/15 12:42 PM
537,9774,3778,12/13/15 7:49 PM
538,530,57,1/2/15 4:38 AM
539,6554,3686,2/10/15 3:26 AM
540,841,31,7/5/15 1:39 PM
541,7586,4125,8/6/15 12:20 AM
542,1546,695,12/30/15 5:16 PM
543,7419,4032,8/22/15 4:06 PM
544,5119,2107,4/8/15 7:51 PM
545,4325,3168,12/23/14 2:03 AM
546,9239,3821,11/20/14 9:13 PM
547,941,1132,6/23/15 1:49 AM
548,9690,1467,5/17/14 8:48 PM
549,1135,1612,5/25/14 9:05 AM
550,6047,2788,8/16/15 8:06 PM
551,7190,2365,4/13/14 4:54 PM
552,7404,3688,2/15/14 8:18 AM
553,9598,4939,3/14/15 5:07 AM
554,103,915,2/23/14 8:22 PM
555,5196,781,2/5/15 11:46 AM
556,8030,4309,8/28/14 8:11 AM
557,4684,2561,11/28/14 4:27 PM
558,2911,2518,5/5/14 1:03 PM
559,9761,4129,9/26/14 12:54 PM
560,3549,2268,7/8/15 3:30 AM
561,527,732,9/5/15 3:27 PM
562,1065,930,2/22/15 8:00 AM
563,6945,3988,6/19/15 2:38 AM
564,6387,2712,2/18/14 6:03 AM
565,9106,3312,8/1/14 8:52 PM
566,9962,4875,10/10/15 9:56 AM
567,6553,3566,12/17/14 10:04 PM
568,5643,3295,10/26/15 7:24 PM
569,1473,59,7/16/14 6:09 AM
570,4198,324,9/29/14 3:46 PM
571,5915,2680,7/31/14 10:56 PM
572,9343,4948,2/18/15 1:29 PM
573,8407,3899,5/13/15 10:55 AM
574,5331,3499,12/10/15 10:13 PM
575,5454,3123,5/31/15 6:41 PM
576,595,431,7/15/14 5:05 PM
577,6538,1271,6/10/14 6:04 AM
578,6918,3081,12/16/15 3:01 PM
579,8842,4518,10/23/14 8:12 AM
580,8750,4163,10/28/15 2:23 AM
581,1799,1769,6/17/15 1:37 PM
582,861,1053,7/29/14 2:38 AM
583,6699,3365,2/16/15 7:12 AM
584,416,726,3/16/15 6:08 AM
585,5535,1002,11/20/15 6:04 AM
586,7655,4177,11/21/15 5:57 AM
587,6088,2104,4/8/14 4:59 PM
588,2424,1588,8/17/14 8:55 AM
589,9590,3916,12/27/14 6:48 AM
590,6409,2700,5/19/15 2:23 AM
591,9750,3886,10/13/14 3:03 PM
592,4711,1459,11/23/14 6:37 AM
593,1734,2513,9/12/15 9:44 AM
594,9457,2733,11/5/15 8:30 PM
595,931,433,7/4/14 3:55 AM
596,4958,2953,3/22/15 5:14 AM
597,9737,4170,4/13/15 8:12 AM
598,8998,3875,4/14/14 11:13 PM
599,9588,4872,4/23/15 10:54 PM
600,587,782,7/25/14 5:11 AM
601,5444,2554,2/23/15 8:26 AM
602,1322,1845,6/11/14 5:14 AM
603,2615,2452,12/10/15 9:13 AM
604,1747,1678,9/18/14 9:08 AM
605,9294,4670,2/1/14 1:29 AM
606,9500,4500,5/18/15 12:38 PM
607,4534,2794,4/16/15 3:40 PM
608,3913,2409,6/23/14 12:45 PM
609,4381,1280,1/20/15 2:24 AM
610,294,217,4/8/14 1:58 AM
611,4542,2937,11/16/14 5:29 PM
612,4143,2025,9/6/15 2:07 AM
613,6208,3029,3/27/14 6:24 PM
614,8686,4244,5/1/15 4:50 AM
615,1336,1258,4/25/14 3:52 PM
616,7182,4643,7/5/15 10:09 AM
617,7058,1827,2/24/14 8:50 PM
618,7145,3302,7/9/14 6:44 PM
619,3106,1725,8/31/15 10:56 PM
620,9114,3949,1/2/15 4:12 PM
621,6424,3377,3/12/15 9:05 AM
622,2885,2660,5/17/14 2:56 AM
623,4359,3313,5/8/14 2:45 AM
624,2831,2878,11/13/14 6:14 PM
625,7235,3424,6/25/14 9:33 AM
626,2564,370,5/7/15 1:15 PM
627,5575,3002,5/18/14 8:23 PM
628,4835,2457,4/10/15 5:56 AM
629,6959,2395,1/28/15 6:04 PM
630,1350,5,12/11/14 4:36 AM
631,6892,3659,4/7/14 9:24 AM
632,559,449,1/21/15 6:16 PM
633,4457,2996,2/3/15 4:32 AM
634,8336,3935,2/16/14 11:52 AM
635,2738,780,6/16/14 7:09 PM
636,5228,4612,7/9/15 9:09 AM
637,550,907,7/25/15 8:57 PM
638,6203,36,11/14/15 10:24 PM
639,2194,1500,2/9/14 2:15 AM
640,2801,1334,5/11/14 1:38 PM
641,5396,3428,8/2/14 1:01 AM
642,2490,1591,8/24/15 4:14 PM
643,7300,4204,11/17/14 3:34 AM
644,6448,3695,1/31/14 2:21 PM
645,6282,3096,9/16/14 1:12 PM
646,79,773,10/4/14 7:46 AM
647,7091,2487,6/10/14 5:52 AM
648,4569,1934,4/18/15 12:21 PM
649,3738,786,9/4/14 3:35 PM
650,2317,867,11/29/15 9:13 PM
651,2204,870,5/7/15 5:17 AM
652,8605,3523,3/19/14 7:23 PM
653,6678,2318,12/24/14 6:38 AM
654,717,165,11/12/15 11:13 PM
655,8027,2784,5/18/14 5:42 AM
656,4951,3364,8/26/14 10:33 PM
657,5952,1887,6/10/14 6:02 PM
658,9477,4499,3/14/14 1:25 PM
659,7556,720,3/24/15 5:59 PM
660,2477,2066,5/7/15 5:50 AM
661,189,132,5/12/14 2:08 AM
662,1120,729,11/18/14 2:35 AM
663,8045,2058,9/8/14 2:07 PM
664,6836,2999,2/1/14 10:55 AM
665,6235,3896,2/12/15 5:22 AM
666,9185,4861,5/12/14 10:16 AM
667,2681,448,2/9/15 1:54 PM
668,792,211,5/26/14 9:40 AM
669,8801,4880,3/19/14 3:35 AM
670,8625,3707,10/9/15 11:28 PM
671,9438,4656,3/26/14 4:47 PM
672,9900,4879,4/13/14 3:55 AM
673,3002,390,6/30/14 3:15 AM
674,1938,198,9/10/14 5:15 PM
675,1852,790,1/27/15 8:06 PM
